11,1,11,How do I prepare for Confession?,"Confession is not difficult, but it does require preparation. We should begin with prayer, placing ourselves in the presence of God, our loving Father. We should harbor in our hearts a sense of sorrow for all we have done. The motivation for our sorrow may be out of love of God or even fear of the consequences of having offended God. Whatever the motive, contrition is the beginning of forgiveness of sin. We need to have sorrow at least to the extent that we regret it, resolve not to repeat it
and intend to turn back to God.

With this disposition of heart, we should review our lives since our last confession, searching our thoughts, words and actions to discover those that did not conform to God's love, to his law or to the laws of the Church. This is what is known as an ""Examination of Conscience."" (Refer to Appendix at the end of this list.)",
12,1,12,How do I prepare for Confession?,"Confession is not difficult, but it does require preparation. We should begin with prayer, placing ourselves in the presence of God, our loving Father. We should harbor in our hearts a sense of sorrow for all we have done. The motivation for our sorrow may be out of love of God or even fear of the consequences of having offended God. Whatever the motive, contrition is the beginning of forgiveness of sin. We need to have sorrow at least to the extent that we regret it, resolve not to repeat it
and intend to turn back to God.

With this disposition of heart, we should review our lives since our last confession, searching our thoughts, words and actions to discover those that did not conform to God's love, to his law or to the laws of the Church. This is what is known as an ""Examination of Conscience."" (Refer to Appendix at the end of this list.)",
13,1,13,Why do I receive a penance?,"To complete the process, a penance is imposed. Absolution takes away sin, but it does not remedy all disorders caused by sin. While we are not capable of truly satisfying God for the evil we have done and its consequences, we must make satisfaction for our sin through some action or prayer that will express our desire to make amends and to repair something of the disorder, damage or harm which our sinful actions have brought into the world. The penance imposed takes into account the penitent's personal situation and serves to support his or her spiritual good. It corresponds as much as possible to the gravity of the sins confessed. It may be a prayer, an offering, works of mercy, sacrifices or service to another. But this penance is in a real way our share in the Cross and helps us to be more closely joined to Christ.

In the Introduction to the Rite of Penance, we are reminded that true conversion is completed by acts of penance or satisfaction for the sins committed, by amendment of conduct, and also by the reparation of injury. The kind and extent of the satisfaction should be suited to the personal condition of each penitent. In this way the penitent is helped to be healed of the evil which caused him to sin. Therefore, it is necessary that the act of penance really be a remedy for sin and a help to renewal of life.",
14,1,14,How often should I go to Confession?,"Individual and integral confession remains the only ordinary way for us to reconcile ourselves with God and the Church. A
Catholic who has committed mortal (grave) sin is obliged to seek God's forgiveness in this sacrament as soon as possible.
In ordinary circumstances, a Catholic who has committed mortal sin should not receive Holy Communion before receiving sacramental absolution. Not only does God forgive our sins, but we also receive the power of God's grace to struggle against sin and to be strengthened in our commitment to God and the Church. So powerful is the grace of this sacrament that the Introduction to the Rite of Penance reminds us that frequent and careful celebration of this sacrament is also very useful as a remedy for venial sins. This is not a mere ritual repetition or psychological exercise, but a serious striving to perfect the grace of baptism so that, as we bear in our body the death of Jesus Christ, his life may be seen in us ever more clearly.",
15,1,15,Conclusion: Our Continuing Conversion,"As we complete these thoughts on the sacrament of Penance, we might well reflect that the deepest spiritual joy each of us can sense is the freedom from whatever would separate us from God, a loving and merciful Father who receives each of us with all the forgiveness and love lavished on the prodigal son. Renewed, refreshed and reconciled in this sacrament once more, we who have sinned become a ""new creation."" Once more we are made new. It is this newness of spirit and soul that we hope all of us experience time and again in the sacrament of Penance.",
16,1,16,Appendix 1: Examination of Conscience,"As you prepare to make a good confession, you want to ask God's forgiveness for any way in which you have offended him but particularly for any serious sin. If you are not certain what you should bring to the priest in confession, do not be afraid to ask him for help. The priest is there to assist you and to share with you God's love and mercy.

Many people find the Ten Commandments to be a good frame of reference for an examination of conscience. The Commandments are listed here as a reminder that you might find helpful.

1. I am the LORD your God: you shall not have strange Gods before me.
2. You shall not take the name of the LORD your God in vain.
3. Remember to keep holy the LORD'S Day.
4. Honor your father and your mother.
5. You shall not kill.
6. You shall not commit adultery.
7. You shall not steal.
8. You shall not bear false witness against your neighbor.
9. You shall not covet your neighbor's wife.
10.You shall not covet your neighbor's goods.
",
17,1,17,Appendix 1: Act of Contrition,"O my God, I am heartily sorry for having offended you, and I detest all my sins because I dread the loss of heaven and the pains of hell; but most of all because they offend you, my God, who are all good and deserving of all my love. I firmly resolve with the help of your grace, to confess my sins, to do penance and to amend my life. Amen.",
18,1,18,Glossary of Terms: Original Sin,"Original Sin is the sin committed by Adam and Eve, the first human beings. This sin was a willful act of disobedience, a rejection of God's command that was so devastating that it ruptured the relationship which our first parents enjoyed with God. As a result of this sin, paradise was lost to them and to their descendants until our Redeemer, Jesus Christ came to conquer sin and death and restore us to our inheritance of the Kingdom of God. Original sin taints all human beings and is washed away through the sacred waters of baptism. However, while original sin is removed, its effects remain. One of these effects is concupiscence, that disordered desire within us which produces an inclination to sin (1264, 1426, 2515).",
19,1,19,Glossary of Terms: Mortal Sin,"Mortal Sin is defined by the Catechism of the Catholic Church as ""a grave infraction of the law of God that destroys the divine life in the soul of the sinner (sanctifying grace), constituting a turning away from God. For a sin to be mortal, three conditions must be present: grave matter, full knowledge of the evil of the act, and full consent of the will"" (1855, 1857). The Catechism emphasizes that ""to choose deliberately - that is both knowing it and willing it - something gravely contrary to the divine law and to the ultimate end of man is to commit a mortal sin. This destroys in us the charity without which eternal (happiness) is impossible. Unrepented, mortal sins brings eternal death"" (1874). This ""eternal death"" we call Hell, where those who have died unrepentant of mortal sin suffer the eternal separation from God and loss of eternal happiness, i.e., seeing God face-to-face.",
20,1,20,Glossary of Terms: Venial Sin,"Venial Sin, according to the Catechism, ""does not destroy the divine life in the soul, as does mortal sin, though it diminishes and wounds it"" (1855). Venial sin is a failure to observe necessary moderation, in lesser matters of the moral law, or in grave matters acting without full knowledge or complete consent"" (1862). We must realize, however, that while venial sins do not have the grave effects of mortal sin, ""deliberate and unrepented venial sin disposes us little by little to commit mortal sin"" (1863). It should be the goal of every Christian to strive, through steadfast prayer, acts of penance and works of charity, for a life free of sin.
",
21,2,1,Pope Francis’ Evangelii Gaudium,"“How good it feels to come back to him whenever we are lost! Let me say this once more: God never tires of forgiving us; we are the ones who tire of seeking his mercy. Christ, who told us to forgive one another “seventy times seven” (Mt 18:22) has given us his example: he has forgiven us seventy times seven. Time and time again he bears us on his shoulders. No one can strip us of the dignity bestowed upon us by this boundless and unfailing love. With a tenderness which never disappoints, but is always capable of restoring our joy, he makes it possible for us to lift up our heads and to start anew. Let us not flee from the resurrection of Jesus, let us never give up, come what will. May nothing inspire more than his life, which impels us onwards!”
EG 3

“An evangelising community knows that the Lord has taken the initiative, he has loved us first (cf. 1 Jn 4:19), and therefore we can move forward, boldly take the initiative, go out to others, seek those who have fallen away, stand at the crossroads and welcome the outcast. Such a community has an endless desire to show mercy, the fruit of its own experience of the power of the Father’s infinite mercy. Let us try a little harder to take the first step and to become involved. Jesus washed the feet of his disciples. The Lord gets involved and he involves his own, as he kneels to wash their feet. He tells his disciples: ‘You will be blessed if you do this’ (Jn 13:17).”
EG 24

“…as far as external works are concerned, mercy is the greatest of all the virtues: ‘In itself mercy is the greatest of the virtues, since all the others revolve around it and, more than this, it makes up for their deficiencies. This is particular to the superior virtue, and as such it is proper to God to have mercy, through which his omnipotence is manifested to the greatest degree’.[41]”
EG 37

“I want to remind priests that the confessional must not be a torture chamber but rather an encounter with the Lord’s mercy which spurs us on to do our best. A small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order but moves through the day without confronting great difficulties. Everyone needs to be touched by the comfort and attraction of God’s saving love, which is mysteriously at work in each person, above and beyond their faults and failings.”
EG 44

“The Church must be a place of mercy freely given, where everyone can feel welcomed, loved, forgiven and encouraged to live the good life of the Gospel.”
EG 114

“The Gospel tells us: “Blessed are the merciful, because they shall obtain mercy” (Mt 5:7). The apostle James teaches that our mercy to others will vindicate us on the day of God’s judgment: “So speak  and so act as those who are to be judged under the law of liberty. For judgment is without mercy to one who has shown no mercy, yet mercy triumphs over judgment” (Jas 2:12-13).”
EG 193",img_pope_francis
22,2,2,Pope Emeritus Benedict XVI,"“The message that shines out from this Gospel passage is eloquent: God forgives all to those who love much. Those who trust in themselves and in their own merits are, as it were, blinded by their ego and their heart is hardened in sin.

“Those, on the other hand, who recognize that they are weak and sinful entrust themselves to God and obtain from him grace and forgiveness.

“It is precisely this message that must be transmitted: what counts most is to make people understand that in the Sacrament of Reconciliation, whatever the sin committed, if it is humbly recognised and the person involved turns with trust to the priest-confessor, he or she never fails to experience the soothing joy of God's forgiveness.”

Address to participants in an annual course on matters of conscience, March 7, 2008

“On experiencing the Lord's tenderness and forgiveness, the penitent more easily acknowledges the gravity of sin and reinforces his decision to avoid it and to remain and grow in his renewed friendship with him.”
February 19, 2007

“In the Sacrament of Penance, the simple confession of one's guilt is presented with confidence in God's merciful goodness. It is important to do this without falling into scruples, with the spirit of trust proper to the children of God. In this way confession can become an experience of deliverance, in which the weight of the past is removed from us and we can feel rejuvenated by the merit of the grace of God who each time gives back the youthfulness of the heart.”",img_pope_benedict
23,2,3,Pope John Paul II,"ECCLESIA DE EUCHARISTIA

On The Eucharist in its Relationship to the Church

“The two sacraments of the Eucharist and Penance are very closely connected. Because the Eucharist makes present the redeeming sacrifice of the Cross, perpetuating it sacramentally, it naturally gives rise to a continuous need for conversion, for a personal response to the appeal made by Saint Paul to the Christians of Corinth: “We beseech you on behalf of Christ, be reconciled to God” (2 Cor 5:20). If a Christian's conscience is burdened by serious sin, then the path of penance through the sacrament of Reconciliation becomes necessary for full participation in the Eucharistic Sacrifice.”
EE 37

Reconciliation and Penance

On Reconciliation and Penance in the Mission of the Church today

“…it is thanks to the medicine of confession that the experience of sin does not degenerate into despair.(181) The Rite of Penance alludes to this healing aspect of the sacrament,(182) to which modern man is perhaps more sensitive, seeing as he does in sin the element of error but even more the element of weakness and human frailty.”
RP II

“Whether as a tribunal of mercy or a place of spiritual healing, under both aspects the sacrament requires a knowledge of the sinner's heart in order to be able to judge and absolve, to cure and heal. Precisely for this reason the sacrament involves on the part of the penitent a sincere and complete confession of sins. This therefore has a raison d'etre not only inspired by ascetical purposes (as an exercise of humility and mortification), but one that is inherent in the very nature of the sacrament.”
RP II

“…it must be emphasized that the most precious result of the forgiveness obtained in the sacrament of penance consists in reconciliation with God, which takes place in the inmost heart of the son who was lost and found again, which every penitent is. But it has to be added that this reconciliation with God leads, as it were, to other reconciliations which repair the breaches caused by sin. The forgiven penitent is reconciled with himself in his inmost being, where he regains his own true identity. He is reconciled with his brethren whom he has in some way attacked and wounded. He is reconciled with the church. He is reconciled with all creation.”
RP 5

“I also wish to pay homage to the innumerable host of holy and almost always anonymous confessors to whom is owed the salvation of so many souls who have been helped by them in conversion, in the struggle against sin and temptation, in spiritual progress and, in a word, in achieving holiness. I do not hesitate to say that even the great canonized saints are generally the fruit of those confessionals.”
RP 29",img_pope_john2
24,2,4,Pope John XXIII,"Paenitentiam Agere

On the need for the practice of Interior and Exterior Penance

“Doing penance for one's sins is a first step towards obtaining forgiveness and winning eternal salvation. That is the clear and explicit teaching of Christ, and no one can fail to see how justified and how right the Catholic Church has always been in constantly insisting on this. She is the spokesman for her divine Redeemer. No individual Christian can grow in perfection, nor can Christianity gain in vigor, except it be on the basis of penance.”
PA 1",img_pope_john23
25,3,1,Frequent Confession (Part One),"J.M.J.

I am going to talk on Confession today. And you are all innocent, you do not need it. [Laughter]

So, I'll begin the most important part of the talk by telling you some stories about Confession, then you can sleep.

Canon Mullin of Scotland told me that he was hearing Confessions one evening and a little boy came to Confession. Canon said to him, ""Why didn't you come to Confession this afternoon, when I was hearing Confessions for children?""

The little boy said, ""I didn't have any sins, I had to wait for some."" [Laughter]

I was hearing Confessions once, and a little boy came in and among the other things he said, ""I threw peanuts in the swamp.""

I didn't pay any attention to it because I didn't think I knew my theology well enough to understand all of those sins. Then another little boy came in next, and among others things he said, ""I pushed peanuts into the swamp."" And I heard that ten or twelve times until the next boy came in.

In addition, I said, ""I suppose you pushed peanuts into the swamp?""

""No,"" he said, ""I'm peanuts!"" [Laughter]

I begin now by telling you that we are living in about the first age in the history of the world that has denied guilt and sin. Everyone today believes that he's immaculately conceived. There are no sinners, we're just patients, but we're not penitents.

It is interesting that Karl Menninger of the Menninger Institute of Psychiatry in Kansas, has just written a book asking, ""What has happened to sin?""

Curious, as the moral theologians and our catechism dropped the idea of sin, a psychiatrist is reminding us that there is sin. He, for example, has said that the theologians gave up sin and then the lawyers took it up and sin became a crime. And then the legalists gave it up, psychiatrists picked it up and then it became a complex.

Now, sin is a reality in the world and we have to face it for we are all sinners. Everyone. As a matter of fact, we cannot begin to receive the Mercy of God until we recognize that we are sinners.

Now, what happens when we repress guilt and sin? And we do that. Men sin and they pay no attention to it. It is the same with women. Well, it has a tremendous effect on our minds and sometimes on our body, when we do not bring our sins to the surface and confess them to the good Lord.

You have heard of transplants in medicine — a kidney transplant or a heart transplant. And you've often read, too, that the kidney transplant was not effective or the heart transplant was not effective. Why? Because the body resisted it. There are antibodies in our organism that will not assimilate and take hold of a new organism.

Now, our soul is that way. It has antibodies and when any sin gets into the soul, then we're disturbed. The mind is unhappy. It's very much like having a broken bone. The bone hurts. Why? Because the bone is not where it ought to be.

And when our conscience is not where it ought to be, then we suffer. We have a disturbance of conscience, we're uneasy. We may try to cover it up by drink, amusement, and so forth. However, in moments of quiet, the quilt is still there.

Recall some of the effects of guilt as portrayed for us by Shakespeare. Now, just think of it; Shakespeare was born in 1564. I hope that was the year. That's coming out of my subconscious, don't look it up. But I think that I was in second year college and I learned that Shakespeare was born 1564 and died in 1616.

Well, in any case, what is important is the fact that hundreds of years before we had psychiatry, Shakespeare tells of a complex, a psychosis in the mind of Macbeth and a neurosis in the mind of Lady Macbeth.

Now, Macbeth and Lady Macbeth have contrived to kill the king in order to seize the throne. After the murder, Macbeth always seems to see a knife before him. He said,

""What is this I see before me? A knife with the handle toward my hand?""

There was no knife. This was a psychosis. This was the way the guilt was coming out. Lady Macbeth, she washed her hands every quarter of an hour. She saw blood on her hands. And she asked,

""Are not all the water of the seven seas enough to wash this blood incarnadine from my hands?""

There was no blood on her hands. This was the affect on her mind of the suppression of guilt.

A woman once came to me about her brother, she said.

""He's been going to doctors for about four or five years and he is no better than before. His weight has gone down to ninety pounds. Would you please see him?""

""If his trouble is mental, I can not help him. He belongs with a psychiatrist. If, however, there is a moral basis for his condition, then I can help him.""

The man came in, he weighed about ninety pounds, frail, fearful, and I said, ""Talk to me for about a half hour. I will not interrupt you.""

He talked for about forty minutes and I said,

""How much money did you steal?""

""I didn't steal.""

""How much was it,"" I asked.

""I resent that. I am no thief. I did not steal.""

""How much was it,"" I asked again.

""Three thousand dollars,"" he said. ""How did you know that I stole?""

""I didn't know that you stole. As you talked, you told me that whenever you put money in the collection box, you always wiped it off first. And, I thought, perhaps you had dirty money.""

""Yes,"" he said. ""I stole three thousand dollars.""

Well, we made arrangements to pay it back and his health picked up. This was the guilt on his soul.

Just think, my dear ladies, of how many mentally disturbed women we are going to have in the United States in the next ten or fifteen years, when the guilt of abortion begins to attack the mind and the soul. For the present, they justify it on the grounds that everyone is doing it and it's only scar tissue anyway.

As one doctor said to a girl who came in, telling him it was only scar tissue anyway and would he dismember it? The doctor said,

""What did you intend to call this scar tissue?""

So, in years from now, the guilt will come out in a particular way. However, at present, there may not be any guilt at all. The guilt may not manifest itself at once. That is very evident in the course of the life of King David.

David was one day on the top of his palace in the penthouse and he looked across the street and saw a woman on the adjoining penthouse. She was called Bathsheba. And he asked Bathsheba to come over and see his etchings. And he loved Bathsheba, not wisely, but he loved her too well

And she was found with child.

Bathsheba's husband, Uriah, was away at war, away at war. David called him back, as King he could do that, and he said, ""Go home to your wife.""

""No, I'm at war. We're not allowed to be with a wife when we are fighting,"" Uriah said.

King David then got him drunk, and said, ""Go home."" Uriah slept at David's front door. David was trying to blame the paternity onto the husband, Uriah. So, finally finding that he couldn't get rid of him that way, he said to the general,

""Put him in the front lines. Men have to die in battle. Maybe Uriah will be killed.""

Uriah was killed. It didn't bother David in the least until about seven or eight months after, the prophet Nathan came to him. And Nathan said:

""David, I have a problem and you as king must settle it. There was a poor man who had one tiny little ewe lamb. Next door to this poor man lived a rich man who stole the poor lamb and made a banquet for his rich friends.""

David then said, ""This will not be. He will pay with his life and the property will be restored four fold.""

And Nathan said, ""Thou art the man. You took the ewe lamb of Uriah. And you killed that ewe lamb. The ewe lamb was Bathsheba, and you have taken this lamb away from the husband.""

And that was the moment when David sat down and wrote the famous Psalm 51 (RSV): ""Have mercy on me, oh God, according to thy steadfast love."" [16]

Thank you, and God love you!
(Source: ""Confession"" video, produced by Sheen Productions, Inc., 23 E. Main St., Victor, N.Y.)",img_fulton_sheen1
26,3,2,Frequent Confession (Part two),"J.M.J.

I am going to talk on Confession today. And you are all innocent, you do not need it. [Laughter]

Sometimes, now not always, but sometimes we can cover up our want of individual justice by a great love of social justice. Let me explain.

Remember when Judas was at the banquet room of Simon? The woman came in and poured ointment on the feet of our Blessed Lord. Judas said:

""Why this waste? Why not give this money to the poor?""

Well, you can imagine Judas going on making an attack against our Blessed Lord, saying, for example,

""I heard you on the mountain of the beatitudes, saying blessed are the poor; where's your love of the poor now? Have you forgotten all those people that are living on hanging shacks in the road between Jericho and Jerusalem? Remember the days when we walked through the inner city of Jerusalem; have you no interest in those poor? Look at these humble fishermen shacks here at Capernaum. Where is your love of the Poor?""

Our Lord said,

""Judas, you have the poor with you always, me not always.""

Was Judas interested in the poor? No, he was robbing the apostolic purse and that is the way he covered it up.

So, when we suppress our guilt, it is there for eternity, unless it is forgiven. When it is forgiven, it is completely blasted out.

Well, how do we now, through the mercy of God and the fullness of faith in Christ, how are our sins forgiven? By Confession.

What is Confession? Nudity. It is nudity of the soul. It is stripping ourselves of all false excuses and shams and pretenses and revealing ourselves as we really are.

Do you know, my good people, as we have given up the Examination of Conscience and the Sacrament of Confession, nudity increases in the world? Physical nudity? Let us study it for a moment.

When Adam and Eve were in the garden, they were naked but not ashamed. Why? Because they were covered with the aura of God's grace. It, as it were, shone around about them, robed in glory. And, yes, there was no sense at all of nakedness. After Adam and Eve fell, they perceived themselves to be naked. Why? They lost the grace of God. And they then had to be clothed.

Do you know how their nakedness was covered? Yes, fig leaves, I know, but they wilted and their shame was revealed. So, how was their nakedness covered up? God made for them the skins of animals. God did something. It was done vicariously. An animal was killed, not Adam and Eve. And it involved the shedding of blood.

I could take you all through the Old Testament in unfolding that story. But the point is that they were naked and ashamed because they had lost the grace of God.

In our modern world, we are bringing back nudity, trying to get back into the Garden of Eden without walking up the hill of Calvary. It cannot be done.

So, what is Confession? It is another kind of nudity. Not epidermic nudity, but ethical nudity in which we just say to the dear Lord, this is how I am, a miserable sinner. And when we make that Confession, then what happens is what might be called the recycling of human garbage.

We hear a great deal today about the recycling of garbage, but I am speaking about the recycling of human garb age. When you go to Confession to have your sins forgiven by the blood of Christ, incidentally, applied through the priest, there is always an effect of that sin that remains.

Suppose that I told one of these little children that every time they did anything wrong they were to put a nail into a board. Can you imagine that? Every time you did wrong, disobeyed your mother, for example, you were to drive a nail into the board. Then every time your mother forgave you, and you said you were sorry, the mother would tell you to pull the nail out. Is there anything left? What is left? A hole is left. That is the effect of sin.

Even though the sin is forgiven, we have to make some reparation for it and that is the reason you are given a penance in Confession, to fill up the holes. And to help us make adequate reparation for sin, we have the intercession of the Saints and the mercy of our Blessed Lord.

When we go to confession, our lives are completely changed by submitting to the Mercy of God.

Thank you, and God love you!

(Source: ""Confession"" video, produced by Sheen Productions, Inc., 23 E. Main St., Victor, N.Y.)",img_fulton_sheen2
27,4,1,Introduction,"PART TWO
THE CELEBRATION OF THE CHRISTIAN MYSTERY

SECTION TWO
THE SEVEN SACRAMENTS OF THE CHURCH

CHAPTER TWO
THE SACRAMENTS OF HEALING

ARTICLE 4
THE SACRAMENT OF PENANCE AND RECONCILIATION

1422 ""Those who approach the sacrament of Penance obtain pardon from God's mercy for the offense committed against him, and are, at the same time, reconciled with the Church which they have wounded by their sins and which by charity, by example, and by prayer labors for their conversion.",
